Gene	GeneSymbol	Chr	start	end	band	cytoband	isCentromer	Position	new_positions
CHAF1B	CHAF1B	21	36385392	36419015	q22.12	21q	no	36402203.5	282
ATP5MFP1	ATP5MFP1	21	36388878	36389112	q22.12	21q	no	36388995	283
CLDN14	CLDN14	21	36460621	36576569	q22.13	21q	no	36518595	284
PSMD4P1	PSMD4P1	21	36485983	36487411	q22.13	21q	no	36486697	285
SIM2	SIM2	21	36699115	36749917	q22.13	21q	no	36724516	286
HLCS	HLCS	21	36748626	36990236	q22.13	21q	no	36869431	287
HLCS-IT1	HLCS-IT1	21	36803984	36806284	q22.13	21q	no	36805134	288
RNA5SP491	RNA5SP491	21	36851911	36852028	q22.13	21q	no	36851969.5	289
DPRXP5	DPRXP5	21	36943267	36944125	q22.13	21q	no	36943696	290
MRPL20P1	MRPL20P1	21	36994643	36995075	q22.13	21q	no	36994859	291
RIPPLY3	RIPPLY3	21	37006150	37019662	q22.13	21q	no	37012906	292
RNU6-696P	RNU6-696P	21	37045530	37045636	q22.13	21q	no	37045583	293
PIGP	PIGP	21	37062846	37073170	q22.13	21q	no	37068008	294
TTC3	TTC3	21	37073226	37203112	q22.13	21q	no	37138169	295
TTC3-AS1	TTC3-AS1	21	37187666	37193926	q22.13	21q	no	37190796	296
DSCR9	DSCR9	21	37208503	37221736	q22.13	21q	no	37215119.5	297
RN7SL678P	RN7SL678P	21	37215605	37215903	q22.13	21q	no	37215754	298
VPS26C	VPS26C	21	37223420	37267919	q22.13	21q	no	37245669.5	299
DYRK1A	DYRK1A	21	37365573	37526358	q22.13	21q	no	37445965.5	300
KCNJ6	KCNJ6	21	37607373	38121345	q22.13	21q	no	37864359	301
KCNJ6-AS1	KCNJ6-AS1	21	37717102	37719569	q22.13	21q	no	37718335.5	302
DSCR4	DSCR4	21	37951425	38121360	q22.13	21q	no	38036392.5	303
DSCR4-IT1	DSCR4-IT1	21	38006544	38010618	q22.13	21q	no	38008581	304
DSCR8	DSCR8	21	38121451	38156511	q22.13	21q	no	38138981	305
KCNJ15	KCNJ15	21	38155549	38307357	q22.13	21q	no	38231453	306
DSCR10	DSCR10	21	38206156	38208644	q22.13	21q	no	38207400	307
SPATA20P1	SPATA20P1	21	38238227	38238664	q22.13	21q	no	38238445.5	308
LINC01423	LINC01423	21	38323635	38333421	q22.2	21q	no	38328528	309
ERG	ERG	21	38380027	38661780	q22.2	21q	no	38520903.5	310
SNRPGP13	SNRPGP13	21	38502445	38502621	q22.2	21q	no	38502533	311
LINC00114	LINC00114	21	38733890	38747460	q22.2	21q	no	38740675	312
ETS2	ETS2	21	38805183	38824955	q22.2	21q	no	38815069	313
RPSAP64	RPSAP64	21	38894917	38895252	q22.2	21q	no	38895084.5	314
LINC01700	LINC01700	21	38974429	38977774	q22.2	21q	no	38976101.5	315
RPL23AP12	RPL23AP12	21	39127568	39128040	q22.2	21q	no	39127804	316
PCBP2P1	PCBP2P1	21	39171130	39172106	q22.2	21q	no	39171618	317
PSMG1	PSMG1	21	39174769	39183488	q22.2	21q	no	39179128.5	318
BRWD1	BRWD1	21	39184176	39321559	q22.2	21q	no	39252867.5	319
TIMM9P2	TIMM9P2	21	39216624	39217506	q22.2	21q	no	39217065	320
BRWD1-IT1	BRWD1-IT1	21	39217093	39219805	q22.2	21q	no	39218449	321
METTL21AP1	METTL21AP1	21	39235386	39236020	q22.2	21q	no	39235703	322
BRWD1-AS2	BRWD1-AS2	21	39313935	39314962	q22.2	21q	no	39314448.5	323
BRWD1-AS1	BRWD1-AS1	21	39315707	39323218	q22.2	21q	no	39319462.5	324
HMGN1	HMGN1	21	39342315	39349647	q22.2	21q	no	39345981	325
RNF6P1	RNF6P1	21	39373763	39377066	q22.2	21q	no	39375414.5	326
GET1	GET1	21	39377698	39428528	q22.2	21q	no	39403113	327
GET1-SH3BGR	GET1-SH3BGR	21	39380332	39515506	q22.2	21q	no	39447919	328
LCA5L	LCA5L	21	39405728	39445805	q22.2	21q	no	39425766.5	329
SH3BGR	SH3BGR	21	39445855	39515506	q22.2	21q	no	39480680.5	330
MIR6508	MIR6508	21	39447010	39447069	q22.2	21q	no	39447039.5	331
MYL6P2	MYL6P2	21	39488327	39488760	q22.2	21q	no	39488543.5	332
RPS26P4	RPS26P4	21	39491544	39491898	q22.2	21q	no	39491721	333
JCADP1	JCADP1	21	39525583	39529855	q22.2	21q	no	39527719	334
B3GALT5	B3GALT5	21	39556442	39673137	q22.2	21q	no	39614789.5	335
B3GALT5-AS1	B3GALT5-AS1	21	39597147	39612910	q22.2	21q	no	39605028.5	336
IGSF5	IGSF5	21	39745183	39802081	q22.2	21q	no	39773632	337
PCP4	PCP4	21	39867438	39929397	q22.2	21q	no	39898417.5	338
DSCAM	DSCAM	21	40010999	40847158	q22.2	21q	no	40429078.5	339
MIR4760	MIR4760	21	40212352	40212431	q22.2	21q	no	40212391.5	340
DSCAM-AS1	DSCAM-AS1	21	40383083	40385358	q22.2	21q	no	40384220.5	341
DSCAM-IT1	DSCAM-IT1	21	40615378	40630767	q22.2	21q	no	40623072.5	342
YRDCP3	YRDCP3	21	40863994	40864473	q22.2	21q	no	40864233.5	343
LINC00323	LINC00323	21	41141493	41148198	q22.2	21q	no	41144845.5	344
MIR3197	MIR3197	21	41167557	41167629	q22.2	21q	no	41167593	345
BACE2	BACE2	21	41167801	41282530	q22.2	21q	no	41225165.5	346
PLAC4	PLAC4	21	41175231	41186788	q22.2	21q	no	41181009.5	347
BACE2-IT1	BACE2-IT1	21	41180097	41180626	q22.2	21q	no	41180361.5	348
FAM3B	FAM3B	21	41304212	41357727	q22.3	21q	no	41330969.5	349
MX2	MX2	21	41361999	41409393	q22.3	21q	no	41385696	350
MX1	MX1	21	41420020	41470071	q22.3	21q	no	41445045.5	351
TMPRSS2	TMPRSS2	21	41464300	41531116	q22.3	21q	no	41497708	352
PCSEAT	PCSEAT	21	41580475	41582887	q22.3	21q	no	41581681	353
LINC00111	LINC00111	21	41679181	41697336	q22.3	21q	no	41688258.5	354
LINC00479	LINC00479	21	41711520	41715775	q22.3	21q	no	41713647.5	355
LINC00112	LINC00112	21	41715806	41717975	q22.3	21q	no	41716890.5	356
RIPK4	RIPK4	21	41739369	41767089	q22.3	21q	no	41753229	357
MIR6814	MIR6814	21	41746772	41746841	q22.3	21q	no	41746806.5	358
PRDM15	PRDM15	21	41798225	41879482	q22.3	21q	no	41838853.5	359
C2CD2	C2CD2	21	41885112	41954018	q22.3	21q	no	41919565	360
ZBTB21	ZBTB21	21	41986831	42010387	q22.3	21q	no	41998609	361
ZNF295-AS1	ZNF295-AS1	21	42009194	42055130	q22.3	21q	no	42032162	362
UMODL1	UMODL1	21	42062959	42143453	q22.3	21q	no	42103206	363
UMODL1-AS1	UMODL1-AS1	21	42102134	42108534	q22.3	21q	no	42105334	364
ABCG1	ABCG1	21	42199689	42297244	q22.3	21q	no	42248466.5	365
RNA5SP492	RNA5SP492	21	42221173	42221286	q22.3	21q	no	42221229.5	366
TFF3	TFF3	21	42311667	42315409	q22.3	21q	no	42313538	367
TFF2	TFF2	21	42346357	42350997	q22.3	21q	no	42348677	368
TFF1	TFF1	21	42362282	42366535	q22.3	21q	no	42364408.5	369
TMPRSS3	TMPRSS3	21	42371887	42396091	q22.3	21q	no	42383989	370
UBASH3A	UBASH3A	21	42403447	42447684	q22.3	21q	no	42425565.5	371
RNU6-1149P	RNU6-1149P	21	42417497	42417593	q22.3	21q	no	42417545	372
RSPH1	RSPH1	21	42472486	42496246	q22.3	21q	no	42484366	373
SLC37A1	SLC37A1	21	42496008	42581440	q22.3	21q	no	42538724	374
LINC01671	LINC01671	21	42599280	42615058	q22.3	21q	no	42607169	375
PDE9A	PDE9A	21	42653621	42775509	q22.3	21q	no	42714565	376
PDE9A-AS1	PDE9A-AS1	21	42733594	42741758	q22.3	21q	no	42737676	377
LINC01668	LINC01668	21	42777819	42779994	q22.3	21q	no	42778906.5	378
WDR4	WDR4	21	42843094	42879568	q22.3	21q	no	42861331	379
NDUFV3	NDUFV3	21	42879644	42913304	q22.3	21q	no	42896474	380
ERVH48-1	ERVH48-1	21	42916803	42925630	q22.3	21q	no	42921216.5	381
MIR5692B	MIR5692B	21	42950928	42951014	q22.3	21q	no	42950971	382
PKNOX1	PKNOX1	21	42974510	43033931	q22.3	21q	no	43004220.5	383
CBS	CBS	21	43053191	43076943	q22.3	21q	no	43065067	384
U2AF1	U2AF1	21	43092956	43107570	q22.3	21q	no	43100263	385
MRPL51P2	MRPL51P2	21	43115334	43115709	q22.3	21q	no	43115521.5	386
FRGCA	FRGCA	21	43140523	43141092	q22.3	21q	no	43140807.5	387
CRYAA	CRYAA	21	43169008	43172805	q22.3	21q	no	43170906.5	388
LINC00322	LINC00322	21	43322417	43332039	q22.3	21q	no	43327228	389
LINC01679	LINC01679	21	43358147	43362349	q22.3	21q	no	43360248	390
SIK1	SIK1	21	43414483	43427131	q22.3	21q	no	43420807	391
LINC00319	LINC00319	21	43446601	43453902	q22.3	21q	no	43450251.5	392
LINC00313	LINC00313	21	43461960	43479534	q22.3	21q	no	43470747	393
HSF2BP	HSF2BP	21	43529186	43659488	q22.3	21q	no	43594337	394
RPL31P1	RPL31P1	21	43551229	43551600	q22.3	21q	no	43551414.5	395
H2BS1	H2BS1	21	43565182	43565648	q22.3	21q	no	43565415	396
MIR6070	MIR6070	21	43609887	43609989	q22.3	21q	no	43609938	397
RRP1B	RRP1B	21	43659560	43696079	q22.3	21q	no	43677819.5	398
PDXK	PDXK	21	43719094	43762307	q22.3	21q	no	43740700.5	399
CSTB	CSTB	21	43772511	43776330	q22.3	21q	no	43774420.5	400
TMEM97P1	TMEM97P1	21	43783123	43783573	q22.3	21q	no	43783348	401
RRP1	RRP1	21	43789513	43805293	q22.3	21q	no	43797403	402
AATBC	AATBC	21	43805758	43812567	q22.3	21q	no	43809162.5	403
MYL6P1	MYL6P1	21	43855890	43856342	q22.3	21q	no	43856116	404
AGPAT3	AGPAT3	21	43865223	43987592	q22.3	21q	no	43926407.5	405
RNU6-859P	RNU6-859P	21	43919795	43919901	q22.3	21q	no	43919848	406
RNU6-1150P	RNU6-1150P	21	43996322	43996420	q22.3	21q	no	43996371	407
TRAPPC10	TRAPPC10	21	44012309	44106552	q22.3	21q	no	44059430.5	408
H2AZP1	H2AZP1	21	44046347	44047041	q22.3	21q	no	44046694	409
PWP2	PWP2	21	44107373	44131181	q22.3	21q	no	44119277	410
GATD3A	GATD3A	21	44133610	44210114	q22.3	21q	no	44171862	411
LINC01678	LINC01678	21	44158740	44160076	q22.3	21q	no	44159408	412
ICOSLG	ICOSLG	21	44217014	44240966	q22.3	21q	no	44228990	413
DNMT3L	DNMT3L	21	44246339	44262216	q22.3	21q	no	44254277.5	414
DNMT3L-AS1	DNMT3L-AS1	21	44250813	44251520	q22.3	21q	no	44251166.5	415
AIRE	AIRE	21	44285838	44298648	q22.3	21q	no	44292243	416
PFKL	PFKL	21	44300051	44327376	q22.3	21q	no	44313713.5	417
CFAP410	CFAP410	21	44328944	44339402	q22.3	21q	no	44334173	418
TRPM2	TRPM2	21	44350163	44443081	q22.3	21q	no	44396622	419
TRPM2-AS	TRPM2-AS	21	44414588	44425272	q22.3	21q	no	44419930	420
LRRC3-DT	LRRC3-DT	21	44450986	44455284	q22.3	21q	no	44453135	421
LRRC3	LRRC3	21	44455510	44462196	q22.3	21q	no	44458853	422
MTCYBP21	MTCYBP21	21	44469929	44472516	q22.3	21q	no	44471222.5	423
MTND6P21	MTND6P21	21	44472895	44473739	q22.3	21q	no	44473317	424
MTND5P1	MTND5P1	21	44473723	44475097	q22.3	21q	no	44474410	425
LINC02575	LINC02575	21	44485486	44491141	q22.3	21q	no	44488313.5	426
TSPEAR	TSPEAR	21	44497893	44711572	q22.3	21q	no	44604732.5	427
TSPEAR-AS1	TSPEAR-AS1	21	44506807	44516575	q22.3	21q	no	44511691	428
TSPEAR-AS2	TSPEAR-AS2	21	44517216	44525952	q22.3	21q	no	44521584	429
KRTAP10-1	KRTAP10-1	21	44538981	44540195	q22.3	21q	no	44539588	430
KRTAP10-2	KRTAP10-2	21	44550357	44551505	q22.3	21q	no	44550931	431
KRTAP10-3	KRTAP10-3	21	44557790	44558795	q22.3	21q	no	44558292.5	432
KRTAP10-4	KRTAP10-4	21	44573729	44575371	q22.3	21q	no	44574550	433
KRTAP10-5	KRTAP10-5	21	44579455	44580604	q22.3	21q	no	44580029.5	434
KRTAP10-6	KRTAP10-6	21	44591268	44592505	q22.3	21q	no	44591886.5	435
KRTAP10-7	KRTAP10-7	21	44600597	44602174	q22.3	21q	no	44601385.5	436
KRTAP10-8	KRTAP10-8	21	44612079	44612954	q22.3	21q	no	44612516.5	437
KRTAP10-9	KRTAP10-9	21	44627093	44628378	q22.3	21q	no	44627735.5	438
KRTAP10-10	KRTAP10-10	21	44637356	44638455	q22.3	21q	no	44637905.5	439
KRTAP10-11	KRTAP10-11	21	44646414	44647650	q22.3	21q	no	44647032	440
KRTAP12-4	KRTAP12-4	21	44654213	44654659	q22.3	21q	no	44654436	441
KRTAP12-3	KRTAP12-3	21	44657932	44658341	q22.3	21q	no	44658136.5	442
KRTAP12-2	KRTAP12-2	21	44666189	44666927	q22.3	21q	no	44666558	443
IMMTP1	IMMTP1	21	44675868	44678086	q22.3	21q	no	44676977	444
KRTAP12-1	KRTAP12-1	21	44681576	44682163	q22.3	21q	no	44681869.5	445
KRTAP12-6P	KRTAP12-6P	21	44686358	44686629	q22.3	21q	no	44686493.5	446
KRTAP10-12	KRTAP10-12	21	44697172	44698044	q22.3	21q	no	44697608	447
KRTAP10-13P	KRTAP10-13P	21	44702221	44702791	q22.3	21q	no	44702506	448
UBE2G2	UBE2G2	21	44768580	44801826	q22.3	21q	no	44785203	449
LINC01424	LINC01424	21	44801883	44804717	q22.3	21q	no	44803300	450
SUMO3	SUMO3	21	44805617	44818779	q22.3	21q	no	44812198	451
PTTG1IP	PTTG1IP	21	44849585	44873903	q22.3	21q	no	44861744	452
ITGB2	ITGB2	21	44885953	44931989	q22.3	21q	no	44908971	453
ITGB2-AS1	ITGB2-AS1	21	44921051	44929680	q22.3	21q	no	44925365.5	454
LINC01547	LINC01547	21	44932814	44939941	q22.3	21q	no	44936377.5	455
LINC00163	LINC00163	21	44989864	44994086	q22.3	21q	no	44991975	456
LINC00165	LINC00165	21	44994362	44995185	q22.3	21q	no	44994773.5	457
PICSAR	PICSAR	21	44999208	45004727	q22.3	21q	no	45001967.5	458
SSR4P1	SSR4P1	21	45070952	45074165	q22.3	21q	no	45072558.5	459
ADARB1	ADARB1	21	45073853	45226560	q22.3	21q	no	45150206.5	460
LINC00334	LINC00334	21	45234308	45264548	q22.3	21q	no	45249428	461
POFUT2	POFUT2	21	45263928	45287898	q22.3	21q	no	45275913	462
LINC00205	LINC00205	21	45288035	45297806	q22.3	21q	no	45292920.5	463
LINC00315	LINC00315	21	45300245	45305257	q22.3	21q	no	45302751	464
LINC00316	LINC00316	21	45338590	45341990	q22.3	21q	no	45340290	465
MTCO1P3	MTCO1P3	21	45376191	45376382	q22.3	21q	no	45376286.5	466
COL18A1	COL18A1	21	45405165	45513720	q22.3	21q	no	45459442.5	467
COL18A1-AS2	COL18A1-AS2	21	45407386	45410065	q22.3	21q	no	45408725.5	468
COL18A1-AS1	COL18A1-AS1	21	45419716	45425070	q22.3	21q	no	45422393	469
MIR6815	MIR6815	21	45478266	45478326	q22.3	21q	no	45478296	470
SLC19A1	SLC19A1	21	45493572	45573365	q22.3	21q	no	45533468.5	471
LINC01694	LINC01694	21	45590771	45603088	q22.3	21q	no	45596929.5	472
PCBP3	PCBP3	21	45643694	45942454	q22.3	21q	no	45793074	473
PCBP3-AS1	PCBP3-AS1	21	45827961	45837987	q22.3	21q	no	45832974	474
COL6A1	COL6A1	21	45981770	46005050	q22.3	21q	no	45993410	475
PSMA6P3	PSMA6P3	21	46072085	46072248	q22.3	21q	no	46072166.5	476
COL6A2	COL6A2	21	46098112	46132848	q22.3	21q	no	46115480	477
MCM3AP-AS1	MCM3AP-AS1	21	46229196	46259390	q22.3	21q	no	46244293	478
MCM3AP	MCM3AP	21	46235133	46286297	q22.3	21q	no	46260715	479
YBEY	YBEY	21	46286342	46297751	q22.3	21q	no	46292046.5	480
C21orf58	C21orf58	21	46300181	46323875	q22.3	21q	no	46312028	481
PCNT	PCNT	21	46324141	46445769	q22.3	21q	no	46384955	482
RPL18AP2	RPL18AP2	21	46420553	46421034	q22.3	21q	no	46420793.5	483
DIP2A	DIP2A	21	46458891	46570015	q22.3	21q	no	46514453	484
DIP2A-IT1	DIP2A-IT1	21	46462471	46469306	q22.3	21q	no	46465888.5	485
RNU6-396P	RNU6-396P	21	46525618	46525722	q22.3	21q	no	46525670	486
S100B	S100B	21	46598604	46605208	q22.3	21q	no	46601906	487
PRMT2	PRMT2	21	46635595	46665124	q22.3	21q	no	46650359.5	488
DSTNP1	DSTNP1	21	46653558	46654022	q22.3	21q	no	46653790	489
RPL23AP4	RPL23AP4	21	46690764	46691226	q22.3	21q	no	46690995	490
FRG1FP	FRG1FP	22	10939388	10961338	p11.2	22p	no	10950363	1
ACTR3BP7	ACTR3BP7	22	11124337	11125705	p11.2	22p	no	11125021	2
FRG1GP	FRG1GP	22	12602466	12626642	p11.2	22p	no	12614554	3
ZNF72P	ZNF72P	22	15326037	15343065	q11.1	22q	no	15334551	1
BNIP3P2	BNIP3P2	22	15349467	15350043	q11.1	22q	no	15349755	2
YME1L1P1	YME1L1P1	22	15489990	15492564	q11.1	22q	no	15491277	3
OR11H1	OR11H1	22	15528192	15529139	q11.1	22q	no	15528665.5	4
ARHGAP42P3	ARHGAP42P3	22	15550904	15553838	q11.1	22q	no	15552371	5
NEK2P2	NEK2P2	22	15611759	15613096	q11.1	22q	no	15612427.5	6
NF1P6	NF1P6	22	15622601	15632051	q11.1	22q	no	15627326	7
MED15P7	MED15P7	22	15635180	15644330	q11.1	22q	no	15639755	8
POTEH	POTEH	22	15690026	15721631	q11.1	22q	no	15705828.5	9
POTEH-AS1	POTEH-AS1	22	15699361	15703403	q11.1	22q	no	15701382	10
PSLNR	PSLNR	22	15746630	15778297	q11.1	22q	no	15762463.5	11
GRAMD4P2	GRAMD4P2	22	15749156	15750825	q11.1	22q	no	15749990.5	12
BMS1P22	BMS1P22	22	15805263	15820884	q11.1	22q	no	15813073.5	13
DUXAP8	DUXAP8	22	15826566	15827187	q11.1	22q	no	15826876.5	14
NBEAP3	NBEAP3	22	15852990	15893942	q11.1	22q	no	15873466	15
TOMM40P2	TOMM40P2	22	15854195	15855243	q11.1	22q	no	15854719	16
CHEK2P4	CHEK2P4	22	16503304	16509475	q11.1	22q	no	16506389.5	17
KCNMB3P1	KCNMB3P1	22	16575363	16582707	q11.1	22q	no	16579035	18
CCT8L2	CCT8L2	22	16590751	16592810	q11.1	22q	no	16591780.5	19
FABP5P11	FABP5P11	22	16595089	16595485	q11.1	22q	no	16595287	20
TPTEP1	TPTEP1	22	16601887	16698742	q11.1	22q	no	16650314.5	21
SLC25A15P5	SLC25A15P5	22	16645695	16646581	q11.1	22q	no	16646138	22
PARP4P3	PARP4P3	22	16653892	16659628	q11.1	22q	no	16656760	23
ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3	22	16654066	16675540	q11.1	22q	no	16664803	24
ANKRD62P1	ANKRD62P1	22	16671090	16679493	q11.1	22q	no	16675291.5	25
VWFP1	VWFP1	22	16690103	16704477	q11.1	22q	no	16697290	26
LINC01665	LINC01665	22	16746628	16748645	q11.1	22q	no	16747636.5	27
XKR3	XKR3	22	16783412	16825411	q11.1	22q	no	16804411.5	28
HSFY1P1	HSFY1P1	22	16827474	16829335	q11.1	22q	no	16828404.5	29
GPM6BP3	GPM6BP3	22	16837522	16837666	q11.1	22q	no	16837594	30
ZNF402P	ZNF402P	22	16857619	16860718	q11.1	22q	no	16859168.5	31
MTND1P17	MTND1P17	22	16876218	16876421	q11.1	22q	no	16876319.5	32
IGKV1OR22-5	IGKV1OR22-5	22	16904219	16904696	q11.1	22q	no	16904457.5	33
IGKV2OR22-4	IGKV2OR22-4	22	16914235	16914981	q11.1	22q	no	16914608	34
IGKV2OR22-3	IGKV2OR22-3	22	16921443	16922173	q11.1	22q	no	16921808	35
IGKV3OR22-2	IGKV3OR22-2	22	16925952	16926444	q11.1	22q	no	16926198	36
IGKV1OR22-1	IGKV1OR22-1	22	16933521	16934003	q11.1	22q	no	16933762	37
GAB4	GAB4	22	16961936	17008222	q11.1	22q	no	16985079	38
VN1R9P	VN1R9P	22	17021398	17022570	q11.1	22q	no	17021984	39
CECR7	CECR7	22	17036570	17060825	q11.1	22q	no	17048697.5	40
IL17RA	IL17RA	22	17084954	17115694	q11.1	22q	no	17100324	41
TMEM121B	TMEM121B	22	17116297	17121367	q11.1	22q	no	17118832	42
LINC01664	LINC01664	22	17121530	17132105	q11.1	22q	no	17126817.5	43
HDHD5	HDHD5	22	17137511	17165287	q11.1	22q	no	17151399	44
HDHD5-AS1	HDHD5-AS1	22	17159352	17165447	q11.1	22q	no	17162399.5	45
ADA2	ADA2	22	17178790	17258235	q11.1	22q	no	17218512.5	46
RPL32P5	RPL32P5	22	17192936	17193308	q11.1	22q	no	17193122	47
FAM32BP	FAM32BP	22	17213516	17214155	q11.1	22q	no	17213835.5	48
CECR3	CECR3	22	17256859	17266733	q11.1	22q	no	17261796	49
CECR9	CECR9	22	17329034	17329232	q11.1	22q	no	17329133	50
RN7SL843P	RN7SL843P	22	17352881	17353177	q11.1	22q	no	17353029	51
CECR2	CECR2	22	17359949	17558151	q11.1	22q	no	17459050	52
CLCP1	CLCP1	22	17424388	17424775	q11.21	22q	no	17424581.5	53
DNAJA1P6	DNAJA1P6	22	17518676	17519029	q11.21	22q	no	17518852.5	54
SLC25A18	SLC25A18	22	17563450	17590995	q11.21	22q	no	17577222.5	55
ATP6V1E1	ATP6V1E1	22	17592136	17628749	q11.21	22q	no	17610442.5	56
BCL2L13	BCL2L13	22	17628855	17730855	q11.21	22q	no	17679855	57
BID	BID	22	17734138	17774770	q11.21	22q	no	17754454	58
MIR3198-1	MIR3198-1	22	17764180	17764259	q11.21	22q	no	17764219.5	59
LINC00528	LINC00528	22	17777322	17779481	q11.21	22q	no	17778401.5	60
MICAL3	MICAL3	22	17787649	18024561	q11.21	22q	no	17906105	61
MIR648	MIR648	22	17980868	17980961	q11.21	22q	no	17980914.5	62
RHEBP3	RHEBP3	22	18019214	18020200	q11.21	22q	no	18019707	63
LINC01634	LINC01634	22	18029385	18037970	q11.21	22q	no	18033677.5	64
PEX26	PEX26	22	18077923	18105396	q11.21	22q	no	18091659.5	65
ARL2BPP10	ARL2BPP10	22	18102457	18103649	q11.21	22q	no	18103053	66
TUBA8	TUBA8	22	18110100	18146683	q11.21	22q	no	18128391.5	67
USP18	USP18	22	18150170	18177397	q11.21	22q	no	18163783.5	68
FAM230D	FAM230D	22	18178038	18205915	q11.21	22q	no	18191976.5	69
GGTLC5P	GGTLC5P	22	18340145	18345899	q11.21	22q	no	18343022	70
FAM230J	FAM230J	22	18361820	18391105	q11.21	22q	no	18376462.5	71
PPP1R26P3	PPP1R26P3	22	18400407	18404206	q11.21	22q	no	18402306.5	72
FAM230A	FAM230A	22	18422244	18500594	q11.21	22q	no	18461419	73
FAM247B	FAM247B	22	18501794	18512187	q11.21	22q	no	18506990.5	74
GGTLC3	GGTLC3	22	18516344	18518161	q11.21	22q	no	18517252.5	75
TMEM191B	TMEM191B	22	18527802	18530573	q11.21	22q	no	18529187.5	76
PI4KAP1	PI4KAP1	22	18533646	18577968	q11.21	22q	no	18555807	77
RN7SKP131	RN7SKP131	22	18605802	18606102	q11.21	22q	no	18605952	78
RIMBP3	RIMBP3	22	18605815	18611919	q11.21	22q	no	18608867	79
SUSD2P2	SUSD2P2	22	18623339	18625289	q11.21	22q	no	18624314	80
FAM246B	FAM246B	22	18633984	18634682	q11.21	22q	no	18634333	81
CA15P2	CA15P2	22	18636445	18638405	q11.21	22q	no	18637425	82
PPP1R26P2	PPP1R26P2	22	18650023	18653617	q11.21	22q	no	18651820	83
PPP1R26P4	PPP1R26P4	22	18715815	18719341	q11.21	22q	no	18717578	84
FAM230E	FAM230E	22	18733914	18757906	q11.21	22q	no	18745910	85
GGT3P	GGT3P	22	18773665	18843399	q11.21	22q	no	18808532	86
E2F6P1	E2F6P1	22	18833694	18834438	q11.21	22q	no	18834066	87
BCRP7	BCRP7	22	18855621	18858640	q11.21	22q	no	18857130.5	88
FAM230F	FAM230F	22	18873543	18894407	q11.21	22q	no	18883975	89
DGCR6	DGCR6	22	18906028	18914238	q11.21	22q	no	18910133	90
PRODH	PRODH	22	18912777	18936553	q11.21	22q	no	18924665	91
DGCR5	DGCR5	22	18985836	18994501	q11.21	22q	no	18990168.5	92
FAM246C	FAM246C	22	19029524	19031242	q11.21	22q	no	19030383	93
CA15P1	CA15P1	22	19031564	19034564	q11.21	22q	no	19033064	94
DGCR2	DGCR2	22	19036282	19122454	q11.21	22q	no	19079368	95
DGCR11	DGCR11	22	19046162	19048375	q11.21	22q	no	19047268.5	96
TSSK1A	TSSK1A	22	19124879	19125646	q11.21	22q	no	19125262.5	97
ESS2	ESS2	22	19130279	19144684	q11.21	22q	no	19137481.5	98
TSSK2	TSSK2	22	19131308	19132622	q11.21	22q	no	19131965	99
GSC2	GSC2	22	19146993	19150292	q11.21	22q	no	19148642.5	100
LINC01311	LINC01311	22	19171395	19172839	q11.21	22q	no	19172117	101
SLC25A1	SLC25A1	22	19175581	19178739	q11.21	22q	no	19177160	102
CLTCL1	CLTCL1	22	19179473	19291719	q11.21	22q	no	19235596	103
KRT18P62	KRT18P62	22	19257520	19258806	q11.21	22q	no	19258163	104
HIRA	HIRA	22	19330698	19447450	q11.21	22q	no	19389074	105
C22orf39	C22orf39	22	19351368	19447711	q11.21	22q	no	19399539.5	106
RN7SL168P	RN7SL168P	22	19365766	19366044	q11.21	22q	no	19365905	107
MRPL40	MRPL40	22	19432545	19436075	q11.21	22q	no	19434310	108
UFD1	UFD1	22	19449911	19479202	q11.21	22q	no	19464556.5	109
CDC45	CDC45	22	19479457	19520612	q11.21	22q	no	19500034.5	110
CLDN5	CLDN5	22	19523024	19527545	q11.21	22q	no	19525284.5	111
LINC00895	LINC00895	22	19565203	19566839	q11.21	22q	no	19566021	112
SEPTIN5	SEPTIN5	22	19714503	19724224	q11.21	22q	no	19719363.5	113
GP1BB	GP1BB	22	19723539	19724771	q11.21	22q	no	19724155	114
TBX1	TBX1	22	19756703	19783593	q11.21	22q	no	19770148	115
GNB1L	GNB1L	22	19783223	19854939	q11.21	22q	no	19819081	116
RTL10	RTL10	22	19846138	19854896	q11.21	22q	no	19850517	117
TXNRD2	TXNRD2	22	19875517	19941820	q11.21	22q	no	19908668.5	118
COMT	COMT	22	19941371	19969975	q11.21	22q	no	19955673	119
MIR4761	MIR4761	22	19963753	19963834	q11.21	22q	no	19963793.5	120
ARVCF	ARVCF	22	19969896	20016823	q11.21	22q	no	19993359.5	121
TANGO2	TANGO2	22	20017014	20067164	q11.21	22q	no	20042089	122
MIR185	MIR185	22	20033139	20033220	q11.21	22q	no	20033179.5	123
DGCR8	DGCR8	22	20080232	20111877	q11.21	22q	no	20096054.5	124
MIR3618	MIR3618	22	20085746	20085833	q11.21	22q	no	20085789.5	125
MIR1306	MIR1306	22	20086058	20086142	q11.21	22q	no	20086100	126
TRMT2A	TRMT2A	22	20111875	20117392	q11.21	22q	no	20114633.5	127
MIR6816	MIR6816	22	20114686	20114751	q11.21	22q	no	20114718.5	128
RANBP1	RANBP1	22	20115938	20127355	q11.21	22q	no	20121646.5	129
